asserted_class,control,core_accepted,failure_reasons,gate_status,hard_gates_passed,identity_passed,identity_prediction,identity_probability,seed,source_class,source_file
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,434,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,434,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,434,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,435,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,435,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,435,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,436,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,436,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,436,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,437,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,437,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,437,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,438,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,438,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,438,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,439,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,439,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,439,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,440,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,440,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,440,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,441,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,441,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,441,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,442,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,442,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,442,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,443,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,443,normal_machining,1_4
base_imbalance,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,443,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,444,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,444,normal_machining,1_4
base_imbalance,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,444,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,445,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,445,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,445,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,446,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,446,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,446,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,447,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,447,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,447,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,448,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,448,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,448,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,449,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,449,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,449,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,450,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,450,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,450,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,451,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,451,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,451,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,452,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,452,normal_machining,1_4
base_imbalance,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,452,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,453,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,453,normal_machining,1_4
base_imbalance,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,453,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,454,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,454,normal_machining,1_4
base_imbalance,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,454,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,455,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,455,normal_machining,1_4
base_imbalance,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,455,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,456,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,456,normal_machining,1_4
base_imbalance,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,456,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,457,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,457,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,457,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,458,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,458,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,458,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,459,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,459,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,459,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,460,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,460,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,460,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,461,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,461,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,461,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,462,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,462,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,462,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,463,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,463,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,463,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,464,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,464,normal_machining,1_4
base_imbalance,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,464,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,465,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,465,normal_machining,1_4
base_imbalance,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,465,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,466,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,466,normal_machining,1_4
base_imbalance,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,466,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,467,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,467,normal_machining,1_4
base_imbalance,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,467,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,468,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,468,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,468,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,469,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,469,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,469,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,470,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,470,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,470,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,471,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,471,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,471,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,472,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,472,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,472,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,473,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,473,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,473,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,474,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,474,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,474,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,475,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,475,normal_machining,1_4
base_imbalance,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,475,normal_machining,1_4
normal_machining,real_true_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,476,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,soft_spectrum,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,476,normal_machining,1_4
base_imbalance,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,476,normal_machining,1_4
normal_machining,real_true_label,False,soft_spectrum,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,477,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,477,normal_machining,1_4
base_imbalance,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,477,normal_machining,1_4
normal_machining,real_true_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,478,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,478,normal_machining,1_4
base_imbalance,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,478,normal_machining,1_4
normal_machining,real_true_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,479,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,479,normal_machining,1_4
base_imbalance,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,479,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,480,normal_machining,1_4
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,480,normal_machining,1_4
base_imbalance,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,480,normal_machining,1_4
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,481,normal_machining,1_5
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,481,normal_machining,1_5
base_imbalance,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,481,normal_machining,1_5
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,482,normal_machining,1_5
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,482,normal_machining,1_5
base_imbalance,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,482,normal_machining,1_5
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,483,normal_machining,1_5
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,483,normal_machining,1_5
base_imbalance,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,normal_machining,0.0,483,normal_machining,1_5
normal_machining,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,normal_machining,1.0,484,normal_machining,1_5
